reviewText,overall,product,sentiment,reviewTime,cleaned_text,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,afinn_score,label
"Works as described, not amazing but not terrible either The screen quality is average.",3,monitor,neutral,2020-09-22,works as described not amazing but not terrible either the screen quality is average,work described not amazing not terrible either screen quality average,0.3171,0.192,0.117,0.691,3.0,1
"Neither good nor bad, average product with average performance The customer service is average.",3,keyboard,neutral,2023-11-11,neither good nor bad average product with average performance the customer service is average,neither good nor bad average product average performance customer service average,-0.5824,0.0,0.285,0.715,0.0,1
Super fast shipping and the product works exactly as advertised The design is excellent.,4,headphones,positive,2022-07-04,super fast shipping and the product works exactly as advertised the design is excellent,super fast shipping product work exactly advertised design excellent,0.8225,0.388,0.0,0.612,6.0,2
"Stopped working immediately, complete waste of money and time The price is terrible.",1,keyboard,negative,2023-11-10,stopped working immediately complete waste of money and time the price is terrible,stopped working immediately complete waste money time price terrible,-0.7783,0.0,0.438,0.562,-5.0,0
Super fast shipping and the product works exactly as advertised The design is excellent.,5,camera,positive,2021-11-28,super fast shipping and the product works exactly as advertised the design is excellent,super fast shipping product work exactly advertised design excellent,0.8225,0.388,0.0,0.612,6.0,2
"Acceptable quality, arrived on time and packaging was adequate The price is average.",3,smartphone,neutral,2021-10-21,acceptable quality arrived on time and packaging was adequate the price is average,acceptable quality arrived time packaging adequate price average,0.4939,0.276,0.0,0.724,4.0,1
"Average experience, product works but has some limitations The price is average.",3,monitor,neutral,2023-06-02,average experience product works but has some limitations the price is average,average experience product work limitation price average,0.0,0.0,0.0,1.0,0.0,1
"Love this product, it works great and the quality is outstanding The design is excellent.",5,headphones,positive,2021-10-03,love this product it works great and the quality is outstanding the design is excellent,love product work great quality outstanding design excellent,0.9517,0.593,0.0,0.407,16.0,2
"Average quality, works as expected nothing more nothing less The performance is average.",3,smartphone,neutral,2023-07-01,average quality works as expected nothing more nothing less the performance is average,average quality work expected nothing nothing less performance average,0.0,0.0,0.0,1.0,2.0,1
"Very disappointed with the quality, feels cheap and breaks easily The design is terrible.",2,monitor,negative,2021-06-28,very disappointed with the quality feels cheap and breaks easily the design is terrible,disappointed quality feel cheap break easily design terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Perfect product, exactly what I needed and arrived quickly The performance is excellent.",4,charger,positive,2023-12-28,perfect product exactly what i needed and arrived quickly the performance is excellent,perfect product exactly needed arrived quickly performance excellent,0.8126,0.402,0.0,0.598,6.0,2
Super fast shipping and the product works exactly as advertised The battery life is excellent.,5,tablet,positive,2021-04-02,super fast shipping and the product works exactly as advertised the battery life is excellent,super fast shipping product work exactly advertised battery life excellent,0.8225,0.369,0.0,0.631,6.0,2
"Product is okay, nothing special but does the job adequately The customer service is average.",3,keyboard,neutral,2023-06-25,product is okay nothing special but does the job adequately the customer service is average,product okay nothing special job adequately customer service average,-0.0462,0.09,0.101,0.809,0.0,1
"Very bad quality, returned it immediately after opening the box The build quality is terrible.",2,keyboard,negative,2022-09-19,very bad quality returned it immediately after opening the box the build quality is terrible,bad quality returned immediately opening box build quality terrible,-0.7841,0.0,0.347,0.653,-2.0,0
"Disappointing purchase, arrived damaged and customer support unhelpful The price is terrible.",1,monitor,negative,2023-05-24,disappointing purchase arrived damaged and customer support unhelpful the price is terrible,disappointing purchase arrived damaged customer support unhelpful price terrible,-0.7579,0.136,0.462,0.402,-6.0,0
"Best purchase I have made this year, highly recommend to everyone The battery life is excellent.",4,camera,positive,2022-10-29,best purchase i have made this year highly recommend to everyone the battery life is excellent,best purchase made year highly recommend everyone battery life excellent,0.8932,0.451,0.0,0.549,8.0,2
"Poor quality and bad customer service, would not recommend The performance is terrible.",2,headphones,negative,2021-09-02,poor quality and bad customer service would not recommend the performance is terrible,poor quality bad customer service would not recommend performance terrible,-0.8959,0.0,0.568,0.432,-4.0,0
"Poor quality and bad customer service, would not recommend The build quality is terrible.",2,headphones,negative,2020-02-29,poor quality and bad customer service would not recommend the build quality is terrible,poor quality bad customer service would not recommend build quality terrible,-0.8959,0.0,0.541,0.459,-2.0,0
"Works as described, not amazing but not terrible either The screen quality is average.",3,keyboard,neutral,2022-08-10,works as described not amazing but not terrible either the screen quality is average,work described not amazing not terrible either screen quality average,0.3171,0.192,0.117,0.691,3.0,1
"Perfect product, exactly what I needed and arrived quickly The performance is excellent.",4,monitor,positive,2022-06-28,perfect product exactly what i needed and arrived quickly the performance is excellent,perfect product exactly needed arrived quickly performance excellent,0.8126,0.402,0.0,0.598,6.0,2
"Very disappointed with the quality, feels cheap and breaks easily The delivery is terrible.",2,charger,negative,2021-02-09,very disappointed with the quality feels cheap and breaks easily the delivery is terrible,disappointed quality feel cheap break easily delivery terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Average experience, product works but has some limitations The design is average.",3,charger,neutral,2020-11-29,average experience product works but has some limitations the design is average,average experience product work limitation design average,0.0,0.0,0.0,1.0,0.0,1
"Decent product for the price, some minor issues but overall acceptable The customer service is average.",3,headphones,neutral,2020-09-10,decent product for the price some minor issues but overall acceptable the customer service is average,decent product price minor issue overall acceptable customer service average,0.4497,0.164,0.0,0.836,1.0,1
Super fast shipping and the product works exactly as advertised The design is excellent.,5,smartphone,positive,2021-10-07,super fast shipping and the product works exactly as advertised the design is excellent,super fast shipping product work exactly advertised design excellent,0.8225,0.388,0.0,0.612,6.0,2
"Works as described, not amazing but not terrible either The battery life is average.",3,mouse,neutral,2023-08-16,works as described not amazing but not terrible either the battery life is average,work described not amazing not terrible either battery life average,0.3171,0.192,0.117,0.691,1.0,1
"Stopped working immediately, complete waste of money and time The build quality is terrible.",2,monitor,negative,2020-03-11,stopped working immediately complete waste of money and time the build quality is terrible,stopped working immediately complete waste money time build quality terrible,-0.7783,0.0,0.415,0.585,-3.0,0
"Neither good nor bad, average product with average performance The customer service is average.",3,monitor,neutral,2023-03-10,neither good nor bad average product with average performance the customer service is average,neither good nor bad average product average performance customer service average,-0.5824,0.0,0.285,0.715,0.0,1
"Outstanding quality and performance, very satisfied with this purchase The battery life is excellent.",4,speaker,positive,2020-05-10,outstanding quality and performance very satisfied with this purchase the battery life is excellent,outstanding quality performance satisfied purchase battery life excellent,0.8955,0.495,0.0,0.505,12.0,2
"Excellent build quality, fast delivery and works as described The build quality is excellent.",4,camera,positive,2020-11-30,excellent build quality fast delivery and works as described the build quality is excellent,excellent build quality fast delivery work described build quality excellent,0.8126,0.381,0.0,0.619,10.0,2
"Its fine, does what it says but there are better options available The screen quality is average.",3,keyboard,neutral,2022-01-01,its fine does what it says but there are better options available the screen quality is average,fine say better option available screen quality average,0.6428,0.259,0.0,0.741,6.0,1
"Very disappointed with the quality, feels cheap and breaks easily The performance is terrible.",2,laptop,negative,2022-10-05,very disappointed with the quality feels cheap and breaks easily the performance is terrible,disappointed quality feel cheap break easily performance terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Very bad quality, returned it immediately after opening the box The battery life is terrible.",2,mouse,negative,2023-11-23,very bad quality returned it immediately after opening the box the battery life is terrible,bad quality returned immediately opening box battery life terrible,-0.7841,0.0,0.347,0.653,-4.0,0
"Outstanding quality and performance, very satisfied with this purchase The screen quality is excellent.",4,speaker,positive,2020-11-21,outstanding quality and performance very satisfied with this purchase the screen quality is excellent,outstanding quality performance satisfied purchase screen quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Best purchase I have made this year, highly recommend to everyone The price is excellent.",4,headphones,positive,2023-08-13,best purchase i have made this year highly recommend to everyone the price is excellent,best purchase made year highly recommend everyone price excellent,0.8932,0.471,0.0,0.529,8.0,2
"Its okay, has some good points and some bad points overall The battery life is average.",3,headphones,neutral,2023-08-09,its okay has some good points and some bad points overall the battery life is average,okay good point bad point overall battery life average,0.0772,0.225,0.164,0.61,0.0,1
"Its fine, does what it says but there are better options available The design is average.",3,headphones,neutral,2020-03-27,its fine does what it says but there are better options available the design is average,fine say better option available design average,0.6428,0.273,0.0,0.727,4.0,1
"Love this product, it works great and the quality is outstanding The build quality is excellent.",4,camera,positive,2021-10-16,love this product it works great and the quality is outstanding the build quality is excellent,love product work great quality outstanding build quality excellent,0.9517,0.571,0.0,0.429,18.0,2
"Stopped working immediately, complete waste of money and time The performance is terrible.",1,camera,negative,2021-08-16,stopped working immediately complete waste of money and time the performance is terrible,stopped working immediately complete waste money time performance terrible,-0.7783,0.0,0.438,0.562,-5.0,0
"Terrible product, stopped working after just two days of use The performance is terrible.",1,headphones,negative,2021-02-13,terrible product stopped working after just two days of use the performance is terrible,terrible product stopped working two day use performance terrible,-0.7964,0.0,0.424,0.576,-7.0,0
"Product is okay, nothing special but does the job adequately The price is average.",3,tablet,neutral,2023-04-08,product is okay nothing special but does the job adequately the price is average,product okay nothing special job adequately price average,-0.0462,0.096,0.108,0.796,0.0,1
"Terrible product, stopped working after just two days of use The customer service is terrible.",1,monitor,negative,2022-01-23,terrible product stopped working after just two days of use the customer service is terrible,terrible product stopped working two day use customer service terrible,-0.7964,0.0,0.403,0.597,-7.0,0
"Decent product for the price, some minor issues but overall acceptable The performance is average.",3,tablet,neutral,2020-11-07,decent product for the price some minor issues but overall acceptable the performance is average,decent product price minor issue overall acceptable performance average,0.4497,0.174,0.0,0.826,1.0,1
"Product is okay, nothing special but does the job adequately The delivery is average.",3,charger,neutral,2023-02-13,product is okay nothing special but does the job adequately the delivery is average,product okay nothing special job adequately delivery average,-0.0462,0.096,0.108,0.796,0.0,1
"Very bad quality, returned it immediately after opening the box The performance is terrible.",1,tablet,negative,2023-05-29,very bad quality returned it immediately after opening the box the performance is terrible,bad quality returned immediately opening box performance terrible,-0.7841,0.0,0.365,0.635,-4.0,0
"Not worth the price, cheap materials and poor construction overall The price is terrible.",2,charger,negative,2022-03-15,not worth the price cheap materials and poor construction overall the price is terrible,not worth price cheap material poor construction overall price terrible,-0.7824,0.0,0.417,0.583,-3.0,0
"Best purchase I have made this year, highly recommend to everyone The design is excellent.",4,speaker,positive,2023-05-20,best purchase i have made this year highly recommend to everyone the design is excellent,best purchase made year highly recommend everyone design excellent,0.8932,0.471,0.0,0.529,8.0,2
"Its okay, has some good points and some bad points overall The performance is average.",3,tablet,neutral,2021-01-13,its okay has some good points and some bad points overall the performance is average,okay good point bad point overall performance average,0.0772,0.236,0.172,0.591,0.0,1
"This product is absolutely amazing, works perfectly and exceeded my expectations The performance is excellent.",4,tablet,positive,2021-02-13,this product is absolutely amazing works perfectly and exceeded my expectations the performance is excellent,product absolutely amazing work perfectly exceeded expectation performance excellent,0.9225,0.505,0.0,0.495,10.0,2
"Neither good nor bad, average product with average performance The price is average.",3,monitor,neutral,2021-09-13,neither good nor bad average product with average performance the price is average,neither good nor bad average product average performance price average,-0.5824,0.0,0.303,0.697,0.0,1
"Horrible product, nothing like the description or photos shown The battery life is terrible.",1,monitor,negative,2021-05-31,horrible product nothing like the description or photos shown the battery life is terrible,horrible product nothing like description photo shown battery life terrible,-0.8276,0.0,0.442,0.558,-4.0,0
"Outstanding quality and performance, very satisfied with this purchase The battery life is excellent.",5,headphones,positive,2021-03-19,outstanding quality and performance very satisfied with this purchase the battery life is excellent,outstanding quality performance satisfied purchase battery life excellent,0.8955,0.495,0.0,0.505,12.0,2
Super fast shipping and the product works exactly as advertised The price is excellent.,5,mouse,positive,2021-11-01,super fast shipping and the product works exactly as advertised the price is excellent,super fast shipping product work exactly advertised price excellent,0.8225,0.388,0.0,0.612,6.0,2
"Stopped working immediately, complete waste of money and time The build quality is terrible.",2,speaker,negative,2023-02-22,stopped working immediately complete waste of money and time the build quality is terrible,stopped working immediately complete waste money time build quality terrible,-0.7783,0.0,0.415,0.585,-3.0,0
"Neither good nor bad, average product with average performance The price is average.",3,laptop,neutral,2023-06-16,neither good nor bad average product with average performance the price is average,neither good nor bad average product average performance price average,-0.5824,0.0,0.303,0.697,0.0,1
"This product is absolutely amazing, works perfectly and exceeded my expectations The battery life is excellent.",4,headphones,positive,2021-07-15,this product is absolutely amazing works perfectly and exceeded my expectations the battery life is excellent,product absolutely amazing work perfectly exceeded expectation battery life excellent,0.9225,0.485,0.0,0.515,10.0,2
"Best purchase I have made this year, highly recommend to everyone The design is excellent.",5,monitor,positive,2020-11-22,best purchase i have made this year highly recommend to everyone the design is excellent,best purchase made year highly recommend everyone design excellent,0.8932,0.471,0.0,0.529,8.0,2
"This product is absolutely amazing, works perfectly and exceeded my expectations The customer service is excellent.",4,tablet,positive,2022-05-16,this product is absolutely amazing works perfectly and exceeded my expectations the customer service is excellent,product absolutely amazing work perfectly exceeded expectation customer service excellent,0.9225,0.485,0.0,0.515,10.0,2
"Acceptable quality, arrived on time and packaging was adequate The screen quality is average.",3,charger,neutral,2022-05-05,acceptable quality arrived on time and packaging was adequate the screen quality is average,acceptable quality arrived time packaging adequate screen quality average,0.4939,0.259,0.0,0.741,6.0,1
"Product is okay, nothing special but does the job adequately The delivery is average.",3,headphones,neutral,2020-09-02,product is okay nothing special but does the job adequately the delivery is average,product okay nothing special job adequately delivery average,-0.0462,0.096,0.108,0.796,0.0,1
"Waste of money, does not work as described at all The delivery is terrible.",2,tablet,negative,2020-09-03,waste of money does not work as described at all the delivery is terrible,waste money not work described delivery terrible,-0.7096,0.0,0.33,0.67,-7.0,0
"Product is okay, nothing special but does the job adequately The design is average.",3,smartphone,neutral,2020-01-30,product is okay nothing special but does the job adequately the design is average,product okay nothing special job adequately design average,-0.0462,0.096,0.108,0.796,0.0,1
"Great quality for the price, very happy with my purchase The price is excellent.",5,monitor,positive,2023-11-24,great quality for the price very happy with my purchase the price is excellent,great quality price happy purchase price excellent,0.9152,0.517,0.0,0.483,11.0,2
"Neither good nor bad, average product with average performance The delivery is average.",3,headphones,neutral,2023-12-10,neither good nor bad average product with average performance the delivery is average,neither good nor bad average product average performance delivery average,-0.5824,0.0,0.303,0.697,0.0,1
"Mediocre product, expected better quality for the price paid The screen quality is average.",3,smartphone,neutral,2021-03-17,mediocre product expected better quality for the price paid the screen quality is average,mediocre product expected better quality price paid screen quality average,0.4404,0.182,0.0,0.818,6.0,1
"Amazing value for money, will definitely buy again from this seller The performance is excellent.",4,headphones,positive,2022-10-15,amazing value for money will definitely buy again from this seller the performance is excellent,amazing value money definitely buy seller performance excellent,0.9118,0.534,0.0,0.466,7.0,2
"Horrible product, nothing like the description or photos shown The performance is terrible.",1,headphones,negative,2023-03-27,horrible product nothing like the description or photos shown the performance is terrible,horrible product nothing like description photo shown performance terrible,-0.8276,0.0,0.466,0.534,-4.0,0
"Great quality for the price, very happy with my purchase The delivery is excellent.",5,speaker,positive,2021-02-19,great quality for the price very happy with my purchase the delivery is excellent,great quality price happy purchase delivery excellent,0.9152,0.517,0.0,0.483,11.0,2
"Terrible product, stopped working after just two days of use The delivery is terrible.",1,tablet,negative,2023-11-13,terrible product stopped working after just two days of use the delivery is terrible,terrible product stopped working two day use delivery terrible,-0.7964,0.0,0.424,0.576,-7.0,0
"Terrible product, stopped working after just two days of use The battery life is terrible.",2,camera,negative,2023-12-10,terrible product stopped working after just two days of use the battery life is terrible,terrible product stopped working two day use battery life terrible,-0.7964,0.0,0.403,0.597,-7.0,0
"Poor quality and bad customer service, would not recommend The battery life is terrible.",2,keyboard,negative,2020-06-30,poor quality and bad customer service would not recommend the battery life is terrible,poor quality bad customer service would not recommend battery life terrible,-0.8959,0.0,0.541,0.459,-4.0,0
"Acceptable quality, arrived on time and packaging was adequate The design is average.",3,speaker,neutral,2023-01-20,acceptable quality arrived on time and packaging was adequate the design is average,acceptable quality arrived time packaging adequate design average,0.4939,0.276,0.0,0.724,4.0,1
Super fast shipping and the product works exactly as advertised The customer service is excellent.,4,keyboard,positive,2023-08-02,super fast shipping and the product works exactly as advertised the customer service is excellent,super fast shipping product work exactly advertised customer service excellent,0.8225,0.369,0.0,0.631,6.0,2
"Stopped working immediately, complete waste of money and time The build quality is terrible.",2,keyboard,negative,2022-08-15,stopped working immediately complete waste of money and time the build quality is terrible,stopped working immediately complete waste money time build quality terrible,-0.7783,0.0,0.415,0.585,-3.0,0
"Broke after one week, very frustrating and disappointing experience The build quality is terrible.",2,camera,negative,2022-04-15,broke after one week very frustrating and disappointing experience the build quality is terrible,broke one week frustrating disappointing experience build quality terrible,-0.911,0.0,0.557,0.443,-6.0,0
"Stopped working immediately, complete waste of money and time The screen quality is terrible.",2,smartphone,negative,2021-11-12,stopped working immediately complete waste of money and time the screen quality is terrible,stopped working immediately complete waste money time screen quality terrible,-0.7783,0.0,0.415,0.585,-3.0,0
"Horrible product, nothing like the description or photos shown The design is terrible.",1,headphones,negative,2021-12-04,horrible product nothing like the description or photos shown the design is terrible,horrible product nothing like description photo shown design terrible,-0.8276,0.0,0.466,0.534,-4.0,0
"Decent product for the price, some minor issues but overall acceptable The customer service is average.",3,camera,neutral,2023-07-19,decent product for the price some minor issues but overall acceptable the customer service is average,decent product price minor issue overall acceptable customer service average,0.4497,0.164,0.0,0.836,1.0,1
"Decent product for the price, some minor issues but overall acceptable The build quality is average.",3,tablet,neutral,2023-11-20,decent product for the price some minor issues but overall acceptable the build quality is average,decent product price minor issue overall acceptable build quality average,0.4497,0.164,0.0,0.836,3.0,1
"Very disappointed with the quality, feels cheap and breaks easily The performance is terrible.",1,camera,negative,2023-01-19,very disappointed with the quality feels cheap and breaks easily the performance is terrible,disappointed quality feel cheap break easily performance terrible,-0.624,0.121,0.326,0.553,-3.0,0
"Outstanding quality and performance, very satisfied with this purchase The screen quality is excellent.",4,charger,positive,2023-02-01,outstanding quality and performance very satisfied with this purchase the screen quality is excellent,outstanding quality performance satisfied purchase screen quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Decent product for the price, some minor issues but overall acceptable The price is average.",3,keyboard,neutral,2022-09-28,decent product for the price some minor issues but overall acceptable the price is average,decent product price minor issue overall acceptable price average,0.4497,0.174,0.0,0.826,1.0,1
Super fast shipping and the product works exactly as advertised The customer service is excellent.,5,camera,positive,2023-09-07,super fast shipping and the product works exactly as advertised the customer service is excellent,super fast shipping product work exactly advertised customer service excellent,0.8225,0.369,0.0,0.631,6.0,2
"Poor quality and bad customer service, would not recommend The customer service is terrible.",2,laptop,negative,2021-04-07,poor quality and bad customer service would not recommend the customer service is terrible,poor quality bad customer service would not recommend customer service terrible,-0.8959,0.0,0.541,0.459,-4.0,0
"Mediocre product, expected better quality for the price paid The build quality is average.",3,tablet,neutral,2020-01-02,mediocre product expected better quality for the price paid the build quality is average,mediocre product expected better quality price paid build quality average,0.4404,0.182,0.0,0.818,6.0,1
"Average quality, works as expected nothing more nothing less The design is average.",3,smartphone,neutral,2020-05-27,average quality works as expected nothing more nothing less the design is average,average quality work expected nothing nothing less design average,0.0,0.0,0.0,1.0,2.0,1
"Neither good nor bad, average product with average performance The price is average.",3,mouse,neutral,2021-09-12,neither good nor bad average product with average performance the price is average,neither good nor bad average product average performance price average,-0.5824,0.0,0.303,0.697,0.0,1
"Outstanding quality and performance, very satisfied with this purchase The screen quality is excellent.",4,headphones,positive,2020-02-03,outstanding quality and performance very satisfied with this purchase the screen quality is excellent,outstanding quality performance satisfied purchase screen quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Best purchase I have made this year, highly recommend to everyone The screen quality is excellent.",4,smartphone,positive,2023-10-25,best purchase i have made this year highly recommend to everyone the screen quality is excellent,best purchase made year highly recommend everyone screen quality excellent,0.8932,0.451,0.0,0.549,10.0,2
"Great quality for the price, very happy with my purchase The delivery is excellent.",5,laptop,positive,2022-05-14,great quality for the price very happy with my purchase the delivery is excellent,great quality price happy purchase delivery excellent,0.9152,0.517,0.0,0.483,11.0,2
"Stopped working immediately, complete waste of money and time The battery life is terrible.",2,keyboard,negative,2022-03-05,stopped working immediately complete waste of money and time the battery life is terrible,stopped working immediately complete waste money time battery life terrible,-0.7783,0.0,0.415,0.585,-5.0,0
"Poor quality and bad customer service, would not recommend The delivery is terrible.",2,monitor,negative,2023-04-22,poor quality and bad customer service would not recommend the delivery is terrible,poor quality bad customer service would not recommend delivery terrible,-0.8959,0.0,0.568,0.432,-4.0,0
"Disappointing purchase, arrived damaged and customer support unhelpful The battery life is terrible.",2,headphones,negative,2022-10-20,disappointing purchase arrived damaged and customer support unhelpful the battery life is terrible,disappointing purchase arrived damaged customer support unhelpful battery life terrible,-0.7579,0.129,0.44,0.431,-6.0,0
"Not worth the price, cheap materials and poor construction overall The battery life is terrible.",2,speaker,negative,2022-02-24,not worth the price cheap materials and poor construction overall the battery life is terrible,not worth price cheap material poor construction overall battery life terrible,-0.7824,0.0,0.396,0.604,-3.0,0
"Average quality, works as expected nothing more nothing less The performance is average.",3,monitor,neutral,2023-06-24,average quality works as expected nothing more nothing less the performance is average,average quality work expected nothing nothing less performance average,0.0,0.0,0.0,1.0,2.0,1
"Horrible product, nothing like the description or photos shown The battery life is terrible.",2,headphones,negative,2022-09-25,horrible product nothing like the description or photos shown the battery life is terrible,horrible product nothing like description photo shown battery life terrible,-0.8276,0.0,0.442,0.558,-4.0,0
"Perfect product, exactly what I needed and arrived quickly The delivery is excellent.",4,laptop,positive,2021-05-17,perfect product exactly what i needed and arrived quickly the delivery is excellent,perfect product exactly needed arrived quickly delivery excellent,0.8126,0.402,0.0,0.598,6.0,2
"Average quality, works as expected nothing more nothing less The design is average.",3,mouse,neutral,2021-11-21,average quality works as expected nothing more nothing less the design is average,average quality work expected nothing nothing less design average,0.0,0.0,0.0,1.0,2.0,1
"Incredible product, works flawlessly and looks great too The design is excellent.",4,keyboard,positive,2021-09-26,incredible product works flawlessly and looks great too the design is excellent,incredible product work flawlessly look great design excellent,0.8709,0.523,0.0,0.477,8.0,2
"Mediocre product, expected better quality for the price paid The price is average.",3,monitor,neutral,2022-04-20,mediocre product expected better quality for the price paid the price is average,mediocre product expected better quality price paid price average,0.4404,0.195,0.0,0.805,4.0,1
"This product is absolutely amazing, works perfectly and exceeded my expectations The build quality is excellent.",4,camera,positive,2022-06-29,this product is absolutely amazing works perfectly and exceeded my expectations the build quality is excellent,product absolutely amazing work perfectly exceeded expectation build quality excellent,0.9225,0.485,0.0,0.515,12.0,2
"Outstanding quality and performance, very satisfied with this purchase The build quality is excellent.",5,charger,positive,2023-11-28,outstanding quality and performance very satisfied with this purchase the build quality is excellent,outstanding quality performance satisfied purchase build quality excellent,0.8955,0.495,0.0,0.505,14.0,2
"Works as described, not amazing but not terrible either The battery life is average.",3,charger,neutral,2023-04-14,works as described not amazing but not terrible either the battery life is average,work described not amazing not terrible either battery life average,0.3171,0.192,0.117,0.691,1.0,1
"Outstanding quality and performance, very satisfied with this purchase The design is excellent.",4,speaker,positive,2021-08-23,outstanding quality and performance very satisfied with this purchase the design is excellent,outstanding quality performance satisfied purchase design excellent,0.8955,0.519,0.0,0.481,12.0,2
"This product is absolutely amazing, works perfectly and exceeded my expectations The delivery is excellent.",5,mouse,positive,2020-08-12,this product is absolutely amazing works perfectly and exceeded my expectations the delivery is excellent,product absolutely amazing work perfectly exceeded expectation delivery excellent,0.9225,0.505,0.0,0.495,10.0,2
"Decent product for the price, some minor issues but overall acceptable The screen quality is average.",3,tablet,neutral,2022-09-14,decent product for the price some minor issues but overall acceptable the screen quality is average,decent product price minor issue overall acceptable screen quality average,0.4497,0.164,0.0,0.836,3.0,1
"Poor quality and bad customer service, would not recommend The battery life is terrible.",2,smartphone,negative,2022-02-10,poor quality and bad customer service would not recommend the battery life is terrible,poor quality bad customer service would not recommend battery life terrible,-0.8959,0.0,0.541,0.459,-4.0,0
"Best purchase I have made this year, highly recommend to everyone The build quality is excellent.",4,keyboard,positive,2023-10-30,best purchase i have made this year highly recommend to everyone the build quality is excellent,best purchase made year highly recommend everyone build quality excellent,0.8932,0.451,0.0,0.549,10.0,2
"Mediocre product, expected better quality for the price paid The price is average.",3,speaker,neutral,2023-12-06,mediocre product expected better quality for the price paid the price is average,mediocre product expected better quality price paid price average,0.4404,0.195,0.0,0.805,4.0,1
"Great quality for the price, very happy with my purchase The build quality is excellent.",4,smartphone,positive,2023-05-24,great quality for the price very happy with my purchase the build quality is excellent,great quality price happy purchase build quality excellent,0.9152,0.496,0.0,0.504,13.0,2
"Product is okay, nothing special but does the job adequately The design is average.",3,speaker,neutral,2022-01-20,product is okay nothing special but does the job adequately the design is average,product okay nothing special job adequately design average,-0.0462,0.096,0.108,0.796,0.0,1
"Works as described, not amazing but not terrible either The battery life is average.",3,camera,neutral,2023-11-21,works as described not amazing but not terrible either the battery life is average,work described not amazing not terrible either battery life average,0.3171,0.192,0.117,0.691,1.0,1
"Very bad quality, returned it immediately after opening the box The screen quality is terrible.",2,speaker,negative,2020-03-09,very bad quality returned it immediately after opening the box the screen quality is terrible,bad quality returned immediately opening box screen quality terrible,-0.7841,0.0,0.347,0.653,-2.0,0
"Stopped working immediately, complete waste of money and time The performance is terrible.",1,laptop,negative,2020-06-27,stopped working immediately complete waste of money and time the performance is terrible,stopped working immediately complete waste money time performance terrible,-0.7783,0.0,0.438,0.562,-5.0,0
"Not worth the price, cheap materials and poor construction overall The design is terrible.",2,camera,negative,2021-05-13,not worth the price cheap materials and poor construction overall the design is terrible,not worth price cheap material poor construction overall design terrible,-0.7824,0.0,0.417,0.583,-3.0,0
"Great quality for the price, very happy with my purchase The battery life is excellent.",4,laptop,positive,2023-03-14,great quality for the price very happy with my purchase the battery life is excellent,great quality price happy purchase battery life excellent,0.9152,0.496,0.0,0.504,11.0,2
"Love this product, it works great and the quality is outstanding The design is excellent.",5,camera,positive,2021-06-22,love this product it works great and the quality is outstanding the design is excellent,love product work great quality outstanding design excellent,0.9517,0.593,0.0,0.407,16.0,2
"Very disappointed with the quality, feels cheap and breaks easily The build quality is terrible.",2,laptop,negative,2023-02-20,very disappointed with the quality feels cheap and breaks easily the build quality is terrible,disappointed quality feel cheap break easily build quality terrible,-0.624,0.115,0.311,0.574,-1.0,0
"Love this product, it works great and the quality is outstanding The price is excellent.",4,charger,positive,2020-09-29,love this product it works great and the quality is outstanding the price is excellent,love product work great quality outstanding price excellent,0.9517,0.593,0.0,0.407,16.0,2
"Works as described, not amazing but not terrible either The battery life is average.",3,keyboard,neutral,2020-05-02,works as described not amazing but not terrible either the battery life is average,work described not amazing not terrible either battery life average,0.3171,0.192,0.117,0.691,1.0,1
"Product is okay, nothing special but does the job adequately The screen quality is average.",3,camera,neutral,2023-09-25,product is okay nothing special but does the job adequately the screen quality is average,product okay nothing special job adequately screen quality average,-0.0462,0.09,0.101,0.809,2.0,1
"Disappointing purchase, arrived damaged and customer support unhelpful The battery life is terrible.",2,smartphone,negative,2021-10-16,disappointing purchase arrived damaged and customer support unhelpful the battery life is terrible,disappointing purchase arrived damaged customer support unhelpful battery life terrible,-0.7579,0.129,0.44,0.431,-6.0,0
"Perfect product, exactly what I needed and arrived quickly The price is excellent.",4,speaker,positive,2022-09-06,perfect product exactly what i needed and arrived quickly the price is excellent,perfect product exactly needed arrived quickly price excellent,0.8126,0.402,0.0,0.598,6.0,2
"Poor quality and bad customer service, would not recommend The screen quality is terrible.",1,mouse,negative,2023-02-06,poor quality and bad customer service would not recommend the screen quality is terrible,poor quality bad customer service would not recommend screen quality terrible,-0.8959,0.0,0.541,0.459,-2.0,0
"Its okay, has some good points and some bad points overall The screen quality is average.",3,smartphone,neutral,2023-09-28,its okay has some good points and some bad points overall the screen quality is average,okay good point bad point overall screen quality average,0.0772,0.225,0.164,0.61,2.0,1
"Outstanding quality and performance, very satisfied with this purchase The build quality is excellent.",4,speaker,positive,2022-11-17,outstanding quality and performance very satisfied with this purchase the build quality is excellent,outstanding quality performance satisfied purchase build quality excellent,0.8955,0.495,0.0,0.505,14.0,2
